product_type,firm_size,firm_platform,account_team_rank,industry_type,procurement_locus,tech_savvy,industry_position,deal_size,meeting_count,internal_champion_score,bargaining_power_score,geography,ceo_education,firm_age_years,outcome
CRM,medium,IBM,average,traditional_manufacturing,procurement_driven,unknown,follower,30000,1,3,5,ROW,bsc,30,NO SALE
CRM,medium,Oracle,low,traditional_manufacturing,LOB_driven,naive,leader,30000,1,4,2,ROW,bsc,25,NO SALE
ERP,small,SAP,high,healthcare,centralized,unknown,follower,150000,2,4,6,Europe,bsc,4,NO SALE
CRM,medium,SAP,low,healthcare,procurement_driven,naive,leader,58354,2,4,4,Europe,bsc,45,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,centralized,naive,follower,41828,4,5,4,US,bsc,39,NO SALE
CRM,medium,IBM,high,tech,LOB_driven,naive,follower,80399,5,4,3,US,bsc,20,NO SALE
ERP,medium,SAP,high,traditional_manufacturing,procurement_driven,unknown,leader,150000,3,2,2,US,mba,28,SALE
ERP,large,SAP,average,automotive,LOB_driven,naive,follower,150000,2,4,3,US,bsc,28,NO SALE
CRM,large,IBM,low,traditional_manufacturing,LOB_driven,unknown,follower,145080,1,2,2,ROW,bsc,41,NO SALE
DSC,small,SAP,high,traditional_manufacturing,LOB_driven,unknown,leader,62690,3,3,5,US,bsc,6,SALE
DSC,small,IBM,high,automotive,procurement_driven,unknown,leader,44746,2,4,4,Europe,bsc,6,NO SALE
ERP,small,Oracle,average,healthcare,LOB_driven,unknown,follower,42934,3,2,5,ROW,other_graduate,6,NO SALE
ERP,small,SAP,high,tech,centralized,tech_savvy,leader,38455,4,4,3,Europe,bsc,20,NO SALE
ERP,medium,Oracle,high,tech,procurement_driven,unknown,follower,99003,4,3,4,Europe,bsc,24,NO SALE
CRM,large,Oracle,average,tech,LOB_driven,tech_savvy,leader,58521,4,4,3,US,bsc,33,NO SALE
DSC,medium,Oracle,high,traditional_manufacturing,procurement_driven,unknown,follower,150000,2,5,3,US,mba,37,SALE
DSC,medium,SAP,average,automotive,centralized,unknown,follower,94351,3,5,4,Europe,mba,17,NO SALE
CRM,small,SAP,average,tech,centralized,tech_savvy,follower,30000,2,3,6,US,mba,11,NO SALE
ERP,medium,IBM,high,tech,centralized,tech_savvy,follower,42730,3,3,4,US,bsc,15,NO SALE
ERP,medium,SAP,high,tech,centralized,unknown,follower,73290,3,3,5,Europe,high_school,11,NO SALE
CRM,large,Oracle,low,traditional_manufacturing,centralized,unknown,follower,46453,1,2,5,US,bsc,32,NO SALE
DSC,medium,SAP,average,automotive,centralized,tech_savvy,follower,76409,4,2,4,Europe,some_university,17,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,procurement_driven,unknown,leader,150000,2,4,4,Europe,bsc,29,NO SALE
DSC,small,IBM,high,traditional_manufacturing,LOB_driven,unknown,leader,95535,4,5,3,ROW,bsc,14,NO SALE
DSC,small,Oracle,high,automotive,procurement_driven,unknown,follower,150000,2,3,4,Europe,bsc,9,NO SALE
CRM,small,IBM,average,tech,centralized,naive,follower,111782,4,2,2,Europe,bsc,21,NO SALE
CRM,small,Oracle,high,tech,LOB_driven,unknown,follower,30000,2,6,2,ROW,bsc,16,SALE
ERP,small,IBM,average,automotive,procurement_driven,tech_savvy,follower,72130,3,3,4,ROW,bsc,12,NO SALE
ERP,small,SAP,average,traditional_manufacturing,centralized,naive,leader,114399,2,2,4,Europe,bsc,21,NO SALE
ERP,large,SAP,high,tech,centralized,unknown,follower,33788,2,4,4,US,other_graduate,23,NO SALE
DSC,medium,Oracle,average,automotive,LOB_driven,naive,follower,150000,2,4,2,Europe,bsc,16,NO SALE
CRM,small,SAP,high,healthcare,LOB_driven,unknown,leader,30000,2,3,3,ROW,bsc,3,NO SALE
ERP,medium,SAP,average,tech,centralized,naive,follower,150000,3,2,3,ROW,bsc,19,SALE
ERP,medium,Oracle,high,tech,procurement_driven,tech_savvy,leader,68343,3,4,3,US,some_university,12,NO SALE
ERP,large,IBM,high,traditional_manufacturing,procurement_driven,unknown,follower,150000,5,5,3,US,mba,43,NO SALE
CRM,medium,SAP,average,tech,LOB_driven,unknown,leader,54506,3,3,4,US,mba,9,NO SALE
ERP,medium,Oracle,low,healthcare,LOB_driven,unknown,follower,93040,2,1,3,ROW,bsc,21,NO SALE
CRM,small,SAP,average,tech,centralized,tech_savvy,follower,35732,1,3,2,Europe,mba,4,NO SALE
CRM,medium,Oracle,average,traditional_manufacturing,LOB_driven,unknown,leader,105256,2,2,2,US,bsc,10,NO SALE
ERP,small,IBM,low,traditional_manufacturing,centralized,unknown,follower,135143,4,3,5,Europe,other_graduate,20,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,procurement_driven,naive,follower,74073,1,4,5,ROW,bsc,23,NO SALE
ERP,large,IBM,average,traditional_manufacturing,centralized,unknown,follower,71669,2,3,6,US,bsc,15,NO SALE
CRM,small,Oracle,high,tech,LOB_driven,naive,leader,30000,1,4,4,Europe,some_university,20,NO SALE
CRM,medium,IBM,average,healthcare,centralized,tech_savvy,leader,83428,2,3,4,US,mba,42,NO SALE
ERP,small,IBM,low,tech,procurement_driven,tech_savvy,follower,132220,1,3,5,Europe,high_school,8,NO SALE
CRM,medium,SAP,average,automotive,LOB_driven,naive,leader,48609,2,4,4,US,bsc,15,NO SALE
ERP,medium,IBM,average,healthcare,LOB_driven,unknown,follower,150000,2,2,3,Europe,bsc,21,NO SALE
ERP,medium,Oracle,high,healthcare,procurement_driven,unknown,follower,56227,1,5,3,US,mba,21,NO SALE
ERP,small,IBM,average,traditional_manufacturing,procurement_driven,unknown,follower,82912,4,5,3,ROW,bsc,7,NO SALE
DSC,large,IBM,average,automotive,procurement_driven,unknown,follower,123740,2,4,4,US,other_graduate,33,NO SALE
DSC,medium,Oracle,average,automotive,LOB_driven,naive,leader,51138,1,2,3,ROW,bsc,18,NO SALE
CRM,small,SAP,low,tech,LOB_driven,unknown,leader,65954,1,2,3,US,mba,9,NO SALE
CRM,small,IBM,average,healthcare,procurement_driven,tech_savvy,follower,34941,4,3,3,ROW,bsc,11,NO SALE
CRM,large,SAP,high,healthcare,LOB_driven,naive,follower,34481,4,4,5,US,mba,27,NO SALE
DSC,large,Oracle,average,healthcare,LOB_driven,unknown,follower,133649,4,3,3,US,bsc,30,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,LOB_driven,unknown,leader,150000,2,3,4,ROW,mba,38,NO SALE
DSC,large,SAP,high,traditional_manufacturing,LOB_driven,naive,follower,137679,1,5,4,Europe,high_school,41,SALE
DSC,large,IBM,average,tech,centralized,tech_savvy,leader,76388,3,3,3,Europe,mba,71,NO SALE
ERP,medium,SAP,average,healthcare,procurement_driven,unknown,leader,150000,1,2,3,ROW,bsc,18,NO SALE
ERP,medium,SAP,high,automotive,LOB_driven,unknown,leader,108750,3,6,3,US,bsc,22,NO SALE
DSC,medium,Oracle,average,automotive,centralized,unknown,leader,108969,1,3,5,US,bsc,67,NO SALE
DSC,medium,SAP,average,traditional_manufacturing,procurement_driven,naive,follower,73641,2,4,2,ROW,high_school,50,NO SALE
ERP,large,SAP,average,tech,centralized,naive,follower,147618,1,2,4,ROW,bsc,60,NO SALE
CRM,medium,IBM,average,tech,LOB_driven,tech_savvy,follower,30000,5,4,5,US,bsc,37,NO SALE
ERP,small,IBM,average,traditional_manufacturing,centralized,tech_savvy,follower,67012,2,3,4,Europe,bsc,4,NO SALE
DSC,small,SAP,average,tech,procurement_driven,tech_savvy,follower,69621,2,3,3,Europe,bsc,3,SALE
ERP,small,Oracle,average,healthcare,centralized,unknown,follower,129845,1,3,4,Europe,bsc,12,NO SALE
ERP,medium,IBM,average,automotive,procurement_driven,tech_savvy,follower,97218,1,3,4,Europe,bsc,14,NO SALE
ERP,large,IBM,high,healthcare,LOB_driven,unknown,follower,103939,3,4,3,Europe,bsc,43,NO SALE
ERP,medium,SAP,average,automotive,LOB_driven,tech_savvy,leader,110601,3,3,3,Europe,bsc,23,NO SALE
ERP,medium,SAP,average,automotive,centralized,unknown,follower,116589,1,2,3,Europe,mba,19,NO SALE
CRM,small,SAP,average,healthcare,centralized,tech_savvy,leader,88285,2,4,3,ROW,high_school,18,NO SALE
DSC,large,Oracle,average,tech,LOB_driven,naive,follower,150000,1,1,4,Europe,bsc,27,NO SALE
CRM,large,SAP,average,tech,LOB_driven,naive,follower,30000,4,3,3,Europe,bsc,83,NO SALE
DSC,small,Oracle,low,tech,centralized,tech_savvy,follower,70750,2,2,3,Europe,bsc,18,NO SALE
ERP,medium,Oracle,high,tech,centralized,unknown,follower,47095,1,4,4,US,mba,69,NO SALE
CRM,small,IBM,high,healthcare,centralized,tech_savvy,follower,79343,2,3,4,ROW,other_graduate,4,NO SALE
CRM,small,SAP,average,tech,centralized,unknown,leader,30000,1,3,3,ROW,bsc,8,NO SALE
ERP,large,Oracle,low,healthcare,centralized,tech_savvy,leader,150000,1,1,4,ROW,mba,18,NO SALE
CRM,medium,SAP,average,healthcare,LOB_driven,unknown,leader,30000,2,3,5,Europe,other_graduate,34,NO SALE
DSC,medium,Oracle,high,traditional_manufacturing,procurement_driven,naive,follower,85798,2,3,4,Europe,bsc,30,NO SALE
CRM,large,SAP,average,tech,centralized,unknown,follower,141457,4,2,2,Europe,mba,54,NO SALE
ERP,small,Oracle,low,tech,procurement_driven,tech_savvy,follower,69511,2,1,3,Europe,mba,27,NO SALE
ERP,medium,Oracle,average,tech,centralized,unknown,follower,146277,1,3,2,US,bsc,25,NO SALE
CRM,medium,IBM,low,traditional_manufacturing,LOB_driven,tech_savvy,follower,81334,1,2,5,US,high_school,44,NO SALE
CRM,large,Oracle,low,tech,LOB_driven,unknown,leader,30000,3,1,3,Europe,bsc,34,NO SALE
ERP,medium,Oracle,average,tech,centralized,unknown,follower,69835,1,1,4,Europe,bsc,31,NO SALE
CRM,small,IBM,average,tech,LOB_driven,unknown,follower,150000,1,3,6,ROW,high_school,3,NO SALE
CRM,medium,Oracle,average,tech,LOB_driven,unknown,follower,30000,2,2,3,Europe,mba,18,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,centralized,unknown,follower,34621,1,1,4,US,bsc,49,NO SALE
CRM,small,IBM,average,tech,LOB_driven,naive,leader,94725,2,3,2,Europe,mba,10,NO SALE
ERP,small,Oracle,high,healthcare,centralized,unknown,follower,89384,1,5,3,Europe,bsc,6,NO SALE
ERP,medium,Oracle,average,tech,centralized,naive,follower,79749,3,3,4,US,bsc,36,NO SALE
CRM,large,Oracle,high,traditional_manufacturing,centralized,unknown,follower,41103,3,3,3,US,bsc,61,NO SALE
ERP,medium,IBM,high,traditional_manufacturing,LOB_driven,tech_savvy,follower,30000,4,4,3,Europe,mba,19,SALE
CRM,large,IBM,average,tech,centralized,naive,follower,30000,4,1,4,US,high_school,32,NO SALE
CRM,medium,Oracle,high,tech,centralized,naive,leader,30000,4,4,5,US,bsc,13,NO SALE
CRM,medium,Oracle,average,healthcare,centralized,naive,leader,30000,2,4,4,US,bsc,27,NO SALE
ERP,small,IBM,high,automotive,centralized,unknown,follower,102378,2,4,3,ROW,bsc,9,NO SALE
DSC,large,Oracle,low,traditional_manufacturing,procurement_driven,naive,follower,150000,1,1,1,Europe,bsc,36,NO SALE
CRM,small,IBM,average,tech,LOB_driven,unknown,follower,55928,5,5,4,Europe,mba,9,NO SALE
CRM,large,Oracle,high,tech,centralized,unknown,leader,34910,2,6,6,US,bsc,44,NO SALE
ERP,large,IBM,average,tech,centralized,unknown,follower,150000,2,3,5,Europe,bsc,36,NO SALE
DSC,large,IBM,low,traditional_manufacturing,LOB_driven,unknown,follower,114002,1,2,5,US,bsc,23,NO SALE
CRM,large,SAP,high,traditional_manufacturing,LOB_driven,unknown,follower,30000,1,5,4,US,mba,35,SALE
CRM,large,SAP,low,tech,LOB_driven,unknown,leader,60751,2,3,3,ROW,bsc,31,NO SALE
ERP,medium,Oracle,low,traditional_manufacturing,procurement_driven,naive,leader,56962,2,3,2,ROW,bsc,28,NO SALE
ERP,large,Oracle,low,tech,procurement_driven,naive,leader,150000,4,2,5,Europe,bsc,33,NO SALE
DSC,large,SAP,low,automotive,LOB_driven,unknown,leader,111511,2,2,3,US,mba,40,NO SALE
CRM,medium,Oracle,average,automotive,LOB_driven,tech_savvy,follower,94120,3,3,1,ROW,bsc,22,NO SALE
ERP,large,SAP,low,traditional_manufacturing,centralized,naive,follower,63661,3,2,4,ROW,some_university,39,SALE
ERP,small,Oracle,average,automotive,centralized,naive,follower,71670,3,4,3,ROW,high_school,9,NO SALE
CRM,small,SAP,average,tech,centralized,naive,leader,30000,1,3,4,Europe,bsc,8,NO SALE
CRM,small,Oracle,high,tech,LOB_driven,tech_savvy,follower,105560,1,3,2,ROW,other_graduate,11,NO SALE
DSC,large,SAP,average,healthcare,LOB_driven,naive,follower,30000,1,5,3,US,high_school,53,NO SALE
CRM,medium,SAP,high,automotive,centralized,unknown,leader,94145,1,6,3,Europe,bsc,7,SALE
CRM,large,SAP,low,healthcare,LOB_driven,unknown,follower,110240,2,2,4,Europe,bsc,55,NO SALE
ERP,small,Oracle,high,traditional_manufacturing,LOB_driven,unknown,follower,118098,2,4,3,Europe,mba,4,NO SALE
ERP,medium,Oracle,average,automotive,procurement_driven,naive,follower,30000,4,2,5,US,bsc,36,NO SALE
CRM,large,Oracle,low,automotive,procurement_driven,unknown,follower,87771,1,1,5,US,other_graduate,109,NO SALE
DSC,medium,SAP,average,automotive,centralized,tech_savvy,leader,114461,3,4,5,Europe,bsc,19,NO SALE
CRM,large,Oracle,low,tech,LOB_driven,unknown,follower,66024,1,1,4,ROW,bsc,19,NO SALE
CRM,small,Oracle,high,automotive,LOB_driven,naive,follower,38021,2,4,6,Europe,bsc,8,NO SALE
CRM,medium,SAP,average,tech,LOB_driven,unknown,follower,39694,2,2,3,Europe,bsc,22,NO SALE
CRM,medium,SAP,average,traditional_manufacturing,LOB_driven,unknown,leader,41167,2,2,3,Europe,bsc,22,NO SALE
ERP,small,SAP,high,healthcare,LOB_driven,naive,leader,150000,2,3,2,ROW,bsc,3,NO SALE
ERP,medium,SAP,average,tech,LOB_driven,naive,follower,129990,3,4,1,ROW,bsc,22,NO SALE
DSC,large,Oracle,high,traditional_manufacturing,LOB_driven,naive,leader,52668,2,4,5,ROW,bsc,38,NO SALE
CRM,medium,Oracle,average,healthcare,LOB_driven,unknown,leader,37540,1,2,3,Europe,mba,27,NO SALE
ERP,medium,IBM,average,traditional_manufacturing,centralized,naive,follower,150000,1,4,2,US,high_school,27,SALE
ERP,small,SAP,average,traditional_manufacturing,centralized,tech_savvy,leader,77648,2,2,4,ROW,mba,2,NO SALE
DSC,medium,Oracle,low,automotive,procurement_driven,unknown,leader,30000,3,1,4,Europe,bsc,10,NO SALE
DSC,medium,SAP,average,automotive,centralized,naive,follower,43144,1,1,4,Europe,bsc,16,NO SALE
CRM,medium,IBM,average,tech,procurement_driven,tech_savvy,follower,101118,1,3,5,US,bsc,19,NO SALE
ERP,large,Oracle,average,tech,procurement_driven,unknown,follower,90665,4,4,4,US,bsc,26,NO SALE
DSC,medium,SAP,high,traditional_manufacturing,procurement_driven,tech_savvy,follower,31637,1,4,5,US,mba,6,SALE
ERP,medium,IBM,low,automotive,centralized,unknown,follower,150000,3,4,5,Europe,bsc,23,NO SALE
CRM,large,SAP,low,automotive,centralized,unknown,follower,30000,2,3,5,ROW,mba,23,NO SALE
DSC,medium,Oracle,high,traditional_manufacturing,procurement_driven,unknown,follower,149269,4,5,4,Europe,bsc,14,NO SALE
CRM,large,SAP,high,tech,LOB_driven,tech_savvy,follower,30000,1,4,2,US,mba,46,SALE
ERP,medium,IBM,low,tech,procurement_driven,unknown,follower,150000,3,3,3,Europe,bsc,24,NO SALE
DSC,medium,SAP,average,automotive,procurement_driven,unknown,leader,30000,2,3,4,ROW,mba,42,NO SALE
CRM,medium,Oracle,average,tech,LOB_driven,tech_savvy,follower,54307,1,3,4,Europe,mba,14,NO SALE
CRM,medium,SAP,high,tech,procurement_driven,unknown,leader,30000,4,2,5,Europe,mba,47,NO SALE
CRM,medium,IBM,high,traditional_manufacturing,LOB_driven,tech_savvy,follower,112517,3,3,2,Europe,high_school,25,SALE
CRM,small,SAP,average,healthcare,LOB_driven,naive,follower,30000,2,3,5,Europe,mba,5,SALE
ERP,small,SAP,average,automotive,centralized,unknown,follower,143471,1,4,4,Europe,other_graduate,4,NO SALE
CRM,medium,Oracle,high,traditional_manufacturing,LOB_driven,unknown,follower,61020,3,4,5,Europe,mba,11,NO SALE
ERP,medium,Oracle,high,traditional_manufacturing,LOB_driven,unknown,follower,150000,1,4,2,US,bsc,27,NO SALE
ERP,small,SAP,low,traditional_manufacturing,centralized,unknown,follower,30000,2,2,3,ROW,mba,4,NO SALE
CRM,medium,Oracle,average,automotive,LOB_driven,unknown,follower,30000,2,4,3,ROW,high_school,7,NO SALE
DSC,medium,IBM,average,automotive,centralized,tech_savvy,leader,63954,2,4,2,ROW,bsc,21,SALE
ERP,medium,SAP,low,traditional_manufacturing,LOB_driven,naive,leader,39989,1,4,2,Europe,high_school,17,NO SALE
ERP,large,Oracle,low,traditional_manufacturing,centralized,unknown,follower,48724,1,2,2,US,some_university,40,NO SALE
ERP,small,IBM,average,traditional_manufacturing,LOB_driven,unknown,follower,115629,4,2,4,Europe,bsc,5,NO SALE
CRM,medium,SAP,low,tech,procurement_driven,naive,follower,150000,2,1,5,ROW,mba,27,NO SALE
ERP,medium,SAP,average,automotive,centralized,tech_savvy,follower,150000,2,3,3,US,bsc,15,NO SALE
CRM,small,IBM,high,tech,LOB_driven,tech_savvy,follower,75011,1,5,4,Europe,bsc,5,SALE
CRM,medium,Oracle,average,healthcare,procurement_driven,unknown,follower,30000,3,4,3,US,high_school,18,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,centralized,unknown,leader,69953,1,3,4,ROW,bsc,18,NO SALE
ERP,large,Oracle,low,traditional_manufacturing,procurement_driven,naive,follower,120241,2,1,4,US,mba,62,NO SALE
ERP,large,Oracle,average,healthcare,procurement_driven,unknown,leader,39894,3,4,4,Europe,bsc,119,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,centralized,unknown,follower,30607,1,4,3,Europe,mba,18,NO SALE
CRM,small,IBM,low,healthcare,centralized,naive,follower,58626,1,2,4,ROW,bsc,9,NO SALE
ERP,medium,Oracle,low,tech,centralized,tech_savvy,follower,30000,1,3,2,Europe,other_graduate,28,NO SALE
CRM,large,SAP,average,tech,procurement_driven,unknown,follower,35101,1,2,3,Europe,other_graduate,46,SALE
ERP,medium,IBM,average,tech,centralized,unknown,follower,38926,1,4,4,US,bsc,20,SALE
ERP,medium,Oracle,low,healthcare,centralized,unknown,leader,83300,3,3,4,US,mba,31,NO SALE
CRM,small,SAP,average,healthcare,procurement_driven,tech_savvy,follower,30000,3,3,2,Europe,bsc,3,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,procurement_driven,unknown,leader,46920,3,4,2,ROW,bsc,22,NO SALE
CRM,medium,IBM,high,healthcare,centralized,unknown,follower,48717,2,6,3,US,bsc,19,SALE
CRM,medium,IBM,average,automotive,centralized,unknown,follower,30000,1,4,4,US,some_university,28,SALE
CRM,large,IBM,low,automotive,LOB_driven,unknown,follower,39069,4,5,4,ROW,mba,23,NO SALE
DSC,small,IBM,average,automotive,centralized,naive,follower,148626,3,4,4,ROW,mba,6,NO SALE
CRM,medium,SAP,average,healthcare,centralized,naive,follower,62219,4,3,4,ROW,bsc,29,NO SALE
CRM,large,Oracle,average,tech,centralized,tech_savvy,leader,30000,1,3,5,US,mba,24,NO SALE
ERP,large,SAP,low,tech,centralized,unknown,follower,60632,1,3,4,ROW,mba,32,NO SALE
DSC,medium,IBM,low,automotive,procurement_driven,naive,follower,150000,1,2,2,ROW,bsc,40,NO SALE
ERP,medium,IBM,average,tech,procurement_driven,unknown,leader,150000,6,4,4,ROW,high_school,9,NO SALE
ERP,small,SAP,average,traditional_manufacturing,centralized,unknown,leader,52676,1,3,3,ROW,bsc,3,NO SALE
ERP,medium,IBM,average,tech,procurement_driven,naive,leader,87387,4,4,6,Europe,some_university,12,NO SALE
CRM,medium,Oracle,average,healthcare,LOB_driven,unknown,follower,30000,3,2,2,US,bsc,30,NO SALE
ERP,large,SAP,average,healthcare,procurement_driven,unknown,leader,150000,1,5,4,US,mba,21,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,centralized,unknown,leader,66353,4,4,4,US,bsc,32,NO SALE
DSC,medium,Oracle,average,automotive,centralized,unknown,leader,53379,3,4,3,US,bsc,11,NO SALE
CRM,medium,Oracle,low,tech,procurement_driven,unknown,follower,30000,2,2,5,US,mba,52,NO SALE
ERP,small,SAP,high,tech,centralized,naive,leader,30000,2,3,3,ROW,bsc,5,NO SALE
CRM,large,IBM,low,tech,LOB_driven,naive,follower,30000,1,3,6,US,high_school,59,NO SALE
ERP,small,SAP,average,automotive,procurement_driven,unknown,follower,150000,3,5,2,ROW,bsc,4,NO SALE
DSC,large,SAP,average,automotive,LOB_driven,tech_savvy,follower,31910,1,3,2,ROW,mba,33,NO SALE
CRM,small,IBM,high,tech,LOB_driven,tech_savvy,leader,72194,5,4,4,ROW,bsc,4,NO SALE
DSC,medium,Oracle,high,traditional_manufacturing,LOB_driven,unknown,follower,39935,2,2,3,US,bsc,26,SALE
CRM,medium,SAP,high,healthcare,LOB_driven,unknown,leader,30000,1,5,1,Europe,bsc,32,NO SALE
ERP,medium,Oracle,high,traditional_manufacturing,procurement_driven,unknown,follower,150000,4,5,4,Europe,bsc,19,NO SALE
DSC,large,SAP,average,healthcare,centralized,tech_savvy,leader,30960,1,4,4,ROW,mba,31,NO SALE
DSC,large,SAP,average,automotive,procurement_driven,unknown,follower,52281,2,1,5,US,bsc,37,NO SALE
CRM,small,Oracle,low,tech,procurement_driven,tech_savvy,follower,34112,3,2,4,ROW,bsc,14,NO SALE
CRM,small,SAP,high,tech,LOB_driven,tech_savvy,follower,63596,1,5,3,Europe,other_graduate,16,NO SALE
CRM,small,IBM,low,tech,procurement_driven,unknown,follower,43654,4,2,1,Europe,bsc,9,NO SALE
DSC,small,SAP,average,tech,procurement_driven,tech_savvy,follower,44291,2,4,1,ROW,some_university,10,NO SALE
CRM,medium,IBM,average,healthcare,LOB_driven,tech_savvy,follower,30000,4,2,5,ROW,bsc,9,NO SALE
CRM,medium,SAP,high,tech,procurement_driven,naive,follower,33621,4,4,3,Europe,mba,29,NO SALE
